video_id,creator_id,category,language,upload_date,duration_sec,has_hashtags,is_verified_creator
V02514,C0351,Travel,Japanese,2025-01-23,135,1,0
V02515,C0916,News,English,2025-01-03,105,1,0
V02516,C0399,Comedy,Hindi,2025-02-03,143,1,0
V02517,C0624,Music,English,2025-05-08,151,0,0
V02518,C0615,Sports,English,2025-04-03,145,1,0
V02519,C0251,News,Hindi,2025-03-31,129,1,0
V02520,C0307,Travel,English,2025-05-15,60,1,0
V02521,C0697,Music,Spanish,2025-03-20,166,1,0
V02522,C0029,News,Hindi,2025-06-18,87,1,0
V02523,C0983,News,Spanish,2025-05-08,123,1,1
V02524,C0344,Sports,Hindi,2025-05-25,24,1,0
V02525,C0176,Education,English,2025-04-27,45,0,0
V02526,C0019,Education,Japanese,2025-05-21,177,1,0
V02527,C0469,Comedy,English,2025-04-05,62,0,0
V02528,C0726,News,English,2025-02-28,154,0,0
V02529,C0794,Technology,Hindi,2025-05-01,139,1,0
V02530,C0654,Travel,Spanish,2025-06-07,123,1,0
V02531,C0994,Sports,English,2025-04-30,147,1,0
V02532,C0099,Music,Hindi,2025-03-12,165,1,0
V02533,C0999,Food,English,2025-05-15,63,0,0
V02534,C0483,Technology,Portuguese,2025-05-11,78,1,0
V02535,C0364,Technology,Spanish,2025-05-15,26,1,0
V02536,C0979,Technology,Spanish,2025-05-12,55,1,0
V02537,C0453,Food,Spanish,2025-03-18,20,1,0
V02538,C0708,Gaming,Portuguese,2025-06-06,39,1,0
V02539,C0631,Gaming,English,2025-02-28,12,0,0
V02540,C0564,News,Spanish,2025-01-18,164,0,0
V02541,C0160,Education,English,2025-01-25,133,1,0
V02542,C0694,Music,English,2025-01-27,33,1,0
V02543,C0030,Fashion,Japanese,2025-01-03,61,1,0
V02544,C0973,Sports,Hindi,2025-02-07,25,0,0
V02545,C0337,Music,English,2025-01-22,119,0,0
V02546,C0458,News,Hindi,2025-06-08,159,1,0
V02547,C0204,Comedy,English,2025-01-04,118,1,1
V02548,C0690,Music,Hindi,2025-05-16,132,1,0
V02549,C0482,Gaming,Spanish,2025-02-06,112,1,0
V02550,C0170,Sports,Japanese,2025-06-16,24,0,0
V02551,C0575,Technology,English,2025-01-06,40,1,0
V02552,C0570,Gaming,Spanish,2025-02-10,65,1,0
V02553,C0053,Comedy,English,2025-04-04,108,1,1
V02554,C0847,Education,English,2025-05-06,25,1,0
V02555,C0287,Food,Spanish,2025-01-29,30,1,0
V02556,C0666,Technology,Hindi,2025-05-07,136,1,1
V02557,C0480,Music,English,2025-02-16,48,1,1
V02558,C0953,Food,Spanish,2025-03-26,169,1,0
V02559,C0964,Gaming,English,2025-06-13,36,1,0
V02560,C0011,Technology,English,2025-05-02,149,1,0
V02561,C0296,Education,English,2025-06-16,96,1,0
V02562,C0784,Music,Portuguese,2025-06-03,94,1,0
V02563,C0468,News,English,2025-04-15,31,0,0
V02564,C0729,Music,English,2025-02-07,109,1,0
V02565,C0509,Music,English,2025-01-17,101,0,0
V02566,C0298,Music,Hindi,2025-02-28,49,1,0
V02567,C0008,Technology,Hindi,2025-05-30,124,1,0
V02568,C0678,Fashion,English,2025-03-31,70,1,0
V02569,C0108,Technology,Japanese,2025-01-29,96,0,0
V02570,C0547,Fashion,Spanish,2025-04-03,97,0,0
V02571,C0801,Travel,English,2025-03-23,110,1,0
V02572,C0709,Technology,English,2025-01-05,147,1,0
V02573,C0212,Sports,Portuguese,2025-01-23,132,0,0
V02574,C0516,Technology,Hindi,2025-02-02,47,1,0
V02575,C0096,Music,Japanese,2025-06-25,54,0,0
V02576,C0099,Music,English,2025-01-30,82,1,0
V02577,C0636,Sports,Portuguese,2025-05-24,150,0,1
V02578,C0421,Education,English,2025-05-17,29,0,0
V02579,C0894,Music,English,2025-03-28,26,1,0
V02580,C0775,Comedy,Hindi,2025-04-05,88,0,0
V02581,C0157,Music,Hindi,2025-04-02,89,1,0
V02582,C0519,Gaming,Spanish,2025-01-04,68,0,0
V02583,C0944,Education,Spanish,2025-06-16,52,1,1
V02584,C0108,Music,Spanish,2025-03-29,129,0,0
V02585,C0094,Music,Spanish,2025-04-24,56,0,0
V02586,C0807,Comedy,Spanish,2025-02-17,15,1,0
V02587,C0884,Comedy,Spanish,2025-02-09,113,0,0
V02588,C0550,Gaming,English,2025-02-27,40,1,0
V02589,C0850,Music,Japanese,2025-04-21,115,1,0
V02590,C0112,Food,English,2025-06-11,78,1,1
V02591,C0064,Comedy,Portuguese,2025-06-11,116,0,0
V02592,C0618,Music,Spanish,2025-03-18,179,1,0
V02593,C0829,Music,Spanish,2025-01-10,53,1,0
V02594,C0525,Gaming,English,2025-03-06,90,1,0
V02595,C0374,News,English,2025-01-02,35,1,0
V02596,C0887,Comedy,English,2025-01-20,166,1,0
V02597,C0955,Food,English,2025-05-03,114,1,0
V02598,C0164,Sports,Japanese,2025-06-14,151,1,0
V02599,C0380,Travel,Hindi,2025-05-19,126,1,0
V02600,C0532,Travel,Portuguese,2025-03-25,95,1,1
V02601,C0256,Food,English,2025-03-22,176,1,0
V02602,C0940,Sports,Hindi,2025-06-14,147,0,0
V02603,C0388,Comedy,Hindi,2025-04-07,141,1,1
V02604,C0043,Sports,English,2025-05-24,173,1,0
V02605,C0818,Music,English,2025-04-23,48,0,0
V02606,C0783,News,English,2025-04-26,179,1,0
V02607,C0816,Comedy,English,2025-05-22,71,1,0
V02608,C0420,Education,Hindi,2025-04-18,119,1,0
V02609,C0206,News,English,2025-02-26,141,1,0
V02610,C0246,Fashion,Japanese,2025-01-08,32,1,0
V02611,C0084,Gaming,English,2025-04-05,178,0,1
V02612,C0325,Sports,English,2025-03-19,70,1,0
V02613,C0311,Food,English,2025-04-05,179,0,0
V02614,C0267,Music,Hindi,2025-04-10,29,1,0
V02615,C0631,Gaming,English,2025-04-25,102,1,0
V02616,C0235,Music,Spanish,2025-05-21,170,1,0
V02617,C0648,News,Hindi,2025-04-29,18,1,0
V02618,C0313,Music,English,2025-05-12,112,1,0
V02619,C0594,Music,Hindi,2025-06-25,19,0,0
V02620,C0746,Music,Hindi,2025-06-08,134,1,0
V02621,C0938,Food,Hindi,2025-06-18,174,1,0
V02622,C0341,News,Japanese,2025-04-05,38,1,0
V02623,C0617,Travel,Japanese,2025-02-15,123,0,1
V02624,C0002,Sports,Spanish,2025-05-19,50,1,0
V02625,C0671,Comedy,Japanese,2025-01-12,93,0,0
V02626,C0988,Food,Spanish,2025-04-13,83,0,0
V02627,C0643,News,English,2025-01-04,124,1,0
V02628,C0727,Gaming,English,2025-03-23,171,1,1
V02629,C0247,Fashion,English,2025-04-22,101,0,0
V02630,C0753,Education,Spanish,2025-03-03,10,1,0
V02631,C0092,Education,Hindi,2025-04-18,82,1,0
V02632,C0474,Comedy,English,2025-01-13,75,1,0
V02633,C0611,Comedy,English,2025-02-22,109,1,0
V02634,C0557,Travel,Portuguese,2025-06-23,95,1,0
V02635,C0059,Sports,English,2025-05-06,111,0,0
V02636,C0007,Music,Spanish,2025-03-23,169,1,0
V02637,C0826,Comedy,Hindi,2025-06-22,50,1,0
V02638,C0731,News,Hindi,2025-04-02,146,0,1
V02639,C0805,Sports,English,2025-01-23,161,1,0
V02640,C0678,Food,Portuguese,2025-04-07,69,1,0
V02641,C0365,Sports,Spanish,2025-05-01,116,1,0
V02642,C0553,Education,Spanish,2025-05-06,10,1,0
V02643,C0945,Fashion,Japanese,2025-03-09,118,1,0
V02644,C0611,Fashion,English,2025-03-29,101,1,1
V02645,C0654,News,English,2025-05-16,87,1,0
V02646,C0617,Travel,English,2025-03-26,159,0,0
V02647,C0921,Education,Hindi,2025-01-05,167,0,0
V02648,C0053,News,Hindi,2025-02-01,138,0,0
V02649,C0842,News,English,2025-02-25,72,1,0
V02650,C0658,Sports,Spanish,2025-05-22,84,0,0
V02651,C0841,Education,English,2025-02-07,70,1,1
V02652,C0072,Fashion,English,2025-04-02,101,1,0
V02653,C0493,Comedy,Hindi,2025-03-08,13,0,0
V02654,C0520,Music,Japanese,2025-03-27,139,1,0
V02655,C0355,Sports,Spanish,2025-02-15,168,1,0
V02656,C0156,Comedy,Japanese,2025-04-09,21,1,0
V02657,C0132,Music,Spanish,2025-02-12,73,1,0
V02658,C0253,Sports,English,2025-04-25,60,0,0
V02659,C0930,Music,English,2025-06-26,129,1,0
V02660,C0114,Gaming,Japanese,2025-05-14,90,0,0
V02661,C0720,Education,Portuguese,2025-03-07,31,1,0
V02662,C0581,Sports,Spanish,2025-06-28,120,1,0
V02663,C0446,Sports,Hindi,2025-04-27,47,1,0
V02664,C0756,Sports,Portuguese,2025-06-15,153,1,0
V02665,C0304,Gaming,English,2025-06-13,94,0,0
V02666,C0857,Comedy,English,2025-05-19,140,1,0
V02667,C0599,Education,English,2025-05-08,23,1,0
V02668,C0994,Travel,English,2025-04-01,122,0,0
V02669,C0647,Music,Spanish,2025-01-26,20,1,0
V02670,C0512,Gaming,English,2025-06-21,69,1,0
V02671,C0740,Food,Portuguese,2025-02-26,68,0,0
V02672,C0078,Sports,Spanish,2025-05-21,24,0,0
V02673,C0094,Music,English,2025-05-19,141,1,0
V02674,C0169,Sports,Hindi,2025-03-17,60,1,0
V02675,C0562,Music,English,2025-03-22,167,0,0
V02676,C0049,Sports,Japanese,2025-06-11,87,1,0
V02677,C0325,Comedy,Portuguese,2025-05-11,129,1,1
V02678,C0198,Technology,Hindi,2025-05-07,33,1,0
V02679,C0292,Fashion,Hindi,2025-05-23,141,0,0
V02680,C0080,Education,Spanish,2025-03-11,162,1,0
V02681,C0547,Comedy,Spanish,2025-06-04,110,1,0
V02682,C0261,Sports,Hindi,2025-04-02,12,0,0
V02683,C0438,Comedy,Hindi,2025-06-05,23,1,1
V02684,C0221,Sports,English,2025-06-13,57,1,0
V02685,C0370,Education,Hindi,2025-02-01,71,1,0
V02686,C0187,Technology,Portuguese,2025-05-01,161,1,0
V02687,C0557,Music,Portuguese,2025-02-10,53,1,0
V02688,C0617,Education,English,2025-02-24,92,0,0
V02689,C0268,Music,English,2025-05-15,157,1,0
V02690,C0895,Education,English,2025-05-26,59,0,0
V02691,C0824,Technology,English,2025-01-17,33,1,0
V02692,C0663,Music,Hindi,2025-05-10,84,1,1
V02693,C0791,Comedy,English,2025-04-04,21,1,0
V02694,C0718,Technology,English,2025-01-26,32,1,0
V02695,C0354,Gaming,English,2025-02-03,139,0,0
V02696,C0845,Gaming,English,2025-02-08,48,1,0
V02697,C0088,Comedy,English,2025-01-31,163,1,0
V02698,C0312,Comedy,Portuguese,2025-04-28,134,1,0
V02699,C0246,Music,English,2025-04-06,103,1,0
V02700,C0945,Technology,Hindi,2025-01-20,111,1,0
V02701,C0135,Food,English,2025-06-04,49,0,0
V02702,C0455,Gaming,English,2025-03-22,135,1,0
V02703,C0035,Comedy,English,2025-04-06,21,1,0
V02704,C0841,Technology,Spanish,2025-02-28,125,1,0
V02705,C0560,Gaming,Hindi,2025-02-15,73,1,0
V02706,C0095,Gaming,Hindi,2025-02-10,150,1,0
V02707,C0378,Comedy,English,2025-04-19,111,0,1
V02708,C0903,Sports,Hindi,2025-01-10,111,1,0
V02709,C0141,Fashion,English,2025-01-04,140,1,0
V02710,C0011,Technology,English,2025-03-11,137,1,0
V02711,C0334,Comedy,Spanish,2025-06-21,73,0,0
V02712,C0157,Gaming,Japanese,2025-02-20,51,1,0
V02713,C0522,Sports,Portuguese,2025-03-11,33,1,0
V02714,C0273,Education,English,2025-05-12,25,1,1
V02715,C0280,Music,Japanese,2025-01-31,50,0,1
V02716,C0878,Technology,English,2025-02-03,137,1,0
V02717,C0192,Education,Spanish,2025-06-10,72,0,0
V02718,C0971,Music,Spanish,2025-06-16,37,1,1
V02719,C0887,Travel,Spanish,2025-06-23,174,0,0
V02720,C0606,Music,Portuguese,2025-04-08,19,1,0
V02721,C0938,Sports,Japanese,2025-01-07,127,0,0
V02722,C0239,News,Japanese,2025-06-06,178,1,0
V02723,C0126,News,English,2025-01-13,103,1,0
V02724,C0467,Music,English,2025-03-07,106,1,0
V02725,C0142,Technology,Hindi,2025-03-25,152,0,0
V02726,C0746,Sports,English,2025-01-23,174,0,0
V02727,C0241,Music,English,2025-04-30,104,1,0
V02728,C0778,Comedy,English,2025-02-14,44,1,1
V02729,C0141,Sports,Spanish,2025-01-24,104,1,0
V02730,C1000,Travel,English,2025-04-20,143,0,0
V02731,C0067,Education,English,2025-02-13,47,1,0
V02732,C0840,Fashion,Spanish,2025-04-05,104,1,0
V02733,C0385,Fashion,Japanese,2025-02-20,121,1,0
V02734,C0242,News,Japanese,2025-03-08,58,1,0
V02735,C0166,Gaming,English,2025-06-02,53,0,0
V02736,C0009,Music,Hindi,2025-03-10,57,1,1
V02737,C0311,Gaming,English,2025-05-30,16,1,0
V02738,C0308,Music,English,2025-01-10,57,0,0
V02739,C0743,Fashion,Hindi,2025-05-30,44,1,0
V02740,C0496,Music,Spanish,2025-06-20,60,1,0
V02741,C0700,Comedy,Portuguese,2025-04-19,146,0,0
V02742,C0246,News,Hindi,2025-02-21,108,0,0
V02743,C0566,Technology,English,2025-06-24,104,1,0
V02744,C0571,Music,English,2025-01-30,137,1,0
V02745,C0378,Gaming,Hindi,2025-06-15,171,0,0
V02746,C0780,Gaming,Japanese,2025-05-15,70,0,1
V02747,C0820,Travel,Spanish,2025-06-19,122,1,0
V02748,C0226,Sports,Hindi,2025-04-11,38,1,0
V02749,C0111,Education,Spanish,2025-04-28,77,0,0
V02750,C0284,Technology,Portuguese,2025-05-11,83,1,0
V02751,C0409,Fashion,English,2025-01-21,179,0,0
V02752,C0425,Comedy,Spanish,2025-05-18,136,1,0
V02753,C0819,Travel,English,2025-01-10,70,0,0
V02754,C0115,Technology,English,2025-06-29,67,1,0
V02755,C0342,Technology,Portuguese,2025-03-27,178,1,0
V02756,C0077,Travel,English,2025-06-05,86,1,0
V02757,C0284,Gaming,English,2025-03-30,122,0,0
V02758,C0899,Technology,English,2025-06-13,85,1,0
V02759,C0315,Music,English,2025-05-27,180,1,0
V02760,C0749,Gaming,English,2025-01-22,149,0,0
V02761,C0576,Gaming,Japanese,2025-01-21,141,1,0
V02762,C0324,Sports,Portuguese,2025-06-01,143,1,0
V02763,C0064,Technology,English,2025-04-29,164,1,0
V02764,C0477,Music,Spanish,2025-04-29,17,1,0
V02765,C0688,News,Japanese,2025-06-01,157,1,0
V02766,C0886,Travel,English,2025-06-16,137,0,0
V02767,C0262,Gaming,Spanish,2025-01-20,164,0,0
V02768,C0135,Travel,Hindi,2025-06-09,164,1,0
V02769,C0469,Music,English,2025-04-20,26,1,1
V02770,C0416,Music,Hindi,2025-01-09,167,1,0
V02771,C0144,Gaming,English,2025-04-09,44,1,0
V02772,C0098,Sports,English,2025-01-21,116,0,0
V02773,C0507,Sports,Hindi,2025-02-02,132,1,0
V02774,C0586,News,English,2025-05-03,170,1,0
V02775,C0828,News,Hindi,2025-01-23,17,1,0
V02776,C0875,Technology,Hindi,2025-06-19,162,0,0
V02777,C0370,Travel,Spanish,2025-02-09,51,0,0
V02778,C0085,Gaming,Spanish,2025-06-26,176,1,0
V02779,C0042,Sports,Hindi,2025-03-12,74,1,0
V02780,C0177,Gaming,English,2025-01-31,146,1,0
V02781,C0535,Comedy,Hindi,2025-05-22,60,1,0
V02782,C0558,Comedy,Portuguese,2025-02-26,91,1,0
V02783,C0025,Comedy,English,2025-05-18,42,0,1
V02784,C0735,Music,Portuguese,2025-03-27,82,1,0
V02785,C0462,Music,Spanish,2025-05-28,115,1,0
V02786,C0316,Gaming,English,2025-04-09,15,1,0
V02787,C0310,Comedy,English,2025-04-07,93,0,0
V02788,C0284,Music,Spanish,2025-05-23,16,1,0
V02789,C0114,News,Portuguese,2025-06-19,179,0,0
V02790,C0522,Fashion,English,2025-01-20,10,1,0
V02791,C0053,Music,English,2025-01-30,102,1,0
V02792,C0931,Sports,English,2025-05-06,162,1,1
V02793,C0659,Music,English,2025-03-12,52,0,1
V02794,C0108,Gaming,Hindi,2025-03-06,96,1,1
V02795,C0144,Education,Spanish,2025-06-09,135,1,0
V02796,C0966,Comedy,English,2025-01-27,42,0,0
V02797,C0910,Sports,English,2025-01-24,21,1,0
V02798,C0887,Food,English,2025-06-14,13,0,1
V02799,C0528,Food,English,2025-02-09,159,0,0
V02800,C0943,Music,Portuguese,2025-03-27,64,1,0
V02801,C0978,News,Spanish,2025-03-22,151,1,0
V02802,C0631,Music,Spanish,2025-05-30,136,1,0
V02803,C0578,Music,Hindi,2025-05-30,161,0,0
V02804,C0396,Food,Spanish,2025-01-02,158,1,1
V02805,C0668,Travel,Spanish,2025-02-17,115,1,0
V02806,C0392,Sports,Hindi,2025-06-12,57,1,0
V02807,C0724,Travel,Hindi,2025-06-07,44,1,0
V02808,C0842,Food,Spanish,2025-04-02,107,1,0
V02809,C0300,Sports,Hindi,2025-03-08,139,0,1
V02810,C0441,Fashion,Japanese,2025-02-25,119,1,0
V02811,C0332,Music,Hindi,2025-04-09,85,1,0
V02812,C0847,Sports,English,2025-02-03,38,1,0
V02813,C0792,Music,Portuguese,2025-01-17,55,1,0
V02814,C0316,Education,Spanish,2025-02-21,142,1,0
V02815,C0462,Comedy,English,2025-03-14,86,1,0
V02816,C0969,Music,Japanese,2025-05-19,54,1,0
V02817,C0007,News,Spanish,2025-05-27,145,1,0
V02818,C0737,Travel,Hindi,2025-03-22,13,1,0
V02819,C0395,News,Portuguese,2025-03-12,121,1,0
V02820,C0389,Food,English,2025-05-03,59,1,0
V02821,C0371,Comedy,Hindi,2025-05-10,47,1,0
V02822,C0526,Comedy,Spanish,2025-02-17,34,0,1
V02823,C0233,Travel,English,2025-01-30,133,0,0
V02824,C0347,Sports,Hindi,2025-05-27,113,1,0
V02825,C0758,Comedy,Japanese,2025-05-27,151,0,1
V02826,C0513,Comedy,English,2025-04-13,154,0,0
V02827,C0022,Technology,English,2025-03-23,89,0,0
V02828,C0512,Food,English,2025-06-02,31,1,0
V02829,C0961,Gaming,Hindi,2025-02-14,129,1,0
V02830,C0002,Comedy,Hindi,2025-01-27,44,1,1
V02831,C0125,Technology,Hindi,2025-06-05,96,1,1
V02832,C0441,Food,Portuguese,2025-03-25,79,1,0
V02833,C0850,Gaming,English,2025-03-22,58,0,0
V02834,C0279,News,English,2025-06-28,176,0,0
V02835,C0963,Travel,English,2025-03-21,79,1,0
V02836,C0199,Music,English,2025-06-24,98,1,1
V02837,C0443,News,Portuguese,2025-03-31,39,1,0
V02838,C0664,Gaming,English,2025-06-15,102,0,0
V02839,C0700,Comedy,Japanese,2025-04-11,150,1,0
V02840,C0351,Fashion,Hindi,2025-06-04,70,1,0
V02841,C0444,Music,English,2025-05-13,119,1,0
V02842,C0715,Music,English,2025-03-12,65,0,1
V02843,C0274,Sports,Japanese,2025-01-06,128,0,0
V02844,C0689,Comedy,Japanese,2025-03-27,152,1,0
V02845,C0723,Music,Hindi,2025-01-29,154,0,0
V02846,C0266,Music,Spanish,2025-05-30,31,1,1
V02847,C0133,Education,Japanese,2025-01-02,54,1,0
V02848,C0876,Travel,Spanish,2025-05-20,180,1,0
V02849,C0840,Education,English,2025-06-06,126,1,0
V02850,C0398,Sports,English,2025-04-11,170,1,0
V02851,C0956,Music,Portuguese,2025-01-14,141,0,0
V02852,C0446,Sports,English,2025-01-17,168,1,0
V02853,C1000,Music,English,2025-03-07,65,1,0
V02854,C0152,Comedy,English,2025-03-03,99,1,0
V02855,C0810,Gaming,Hindi,2025-03-19,69,0,0
V02856,C0725,News,Spanish,2025-05-30,18,1,1
V02857,C0747,News,English,2025-02-01,133,0,0
V02858,C0806,Comedy,Hindi,2025-03-26,35,1,0
V02859,C0115,Gaming,Hindi,2025-01-12,12,0,0
V02860,C0342,Comedy,Japanese,2025-03-18,66,1,0
V02861,C0627,Comedy,Spanish,2025-05-28,66,1,1
V02862,C0409,Comedy,English,2025-01-08,58,1,0
V02863,C0981,Sports,English,2025-05-09,53,1,0
V02864,C0462,Comedy,Spanish,2025-06-29,25,0,0
V02865,C0712,Music,English,2025-05-05,119,1,0
V02866,C0655,Gaming,English,2025-01-30,65,1,0
V02867,C0454,Gaming,Portuguese,2025-06-25,139,0,1
V02868,C0275,Technology,English,2025-04-22,136,0,0
V02869,C0902,Gaming,English,2025-01-12,53,1,0
V02870,C0736,Food,English,2025-05-03,134,0,0
V02871,C0811,News,Spanish,2025-05-19,157,0,0
V02872,C0877,Comedy,English,2025-06-05,21,1,0
V02873,C0285,Music,English,2025-05-09,27,1,0
V02874,C0029,Technology,Portuguese,2025-06-20,45,1,1
V02875,C0322,Music,English,2025-04-11,100,0,0
V02876,C0699,Fashion,Spanish,2025-02-27,119,1,0
V02877,C0786,Education,English,2025-03-23,77,1,0
V02878,C0563,Music,Spanish,2025-03-20,89,1,0
V02879,C0276,Technology,English,2025-06-22,168,1,0
V02880,C0302,Technology,English,2025-05-13,146,1,0
V02881,C0229,Technology,Japanese,2025-05-17,155,1,1
V02882,C0989,Sports,Japanese,2025-04-18,130,0,0
V02883,C0185,Sports,Japanese,2025-06-19,30,1,0
V02884,C0866,Comedy,English,2025-03-01,146,1,0
V02885,C0212,Comedy,Spanish,2025-05-21,134,1,0
V02886,C0949,Education,English,2025-05-25,18,1,0
V02887,C0499,Comedy,English,2025-03-02,19,0,0
V02888,C0844,Food,English,2025-06-26,123,0,0
V02889,C0670,Gaming,Japanese,2025-03-08,41,1,0
V02890,C0787,News,English,2025-01-02,46,0,0
V02891,C0260,Music,English,2025-06-10,164,1,1
V02892,C0952,Education,Japanese,2025-02-24,42,0,0
V02893,C0621,Food,Hindi,2025-06-24,85,1,0
V02894,C0235,Travel,Japanese,2025-04-13,61,1,0
V02895,C0186,Comedy,English,2025-04-29,129,1,0
V02896,C0744,Food,English,2025-06-28,95,1,0
V02897,C0685,Travel,Spanish,2025-01-29,129,1,0
V02898,C0628,Comedy,English,2025-05-16,117,1,0
V02899,C0286,Gaming,English,2025-03-20,127,0,0
V02900,C0561,Education,Spanish,2025-03-28,138,1,0
V02901,C0676,Gaming,English,2025-05-06,48,0,0
V02902,C0484,Comedy,Spanish,2025-02-09,108,1,0
V02903,C0905,Fashion,Spanish,2025-06-22,128,1,0
V02904,C0777,Comedy,Hindi,2025-04-16,58,1,0
V02905,C0285,Technology,English,2025-05-02,114,1,0
V02906,C0812,Fashion,English,2025-06-03,148,1,0
V02907,C0578,Technology,Hindi,2025-05-01,85,1,0
V02908,C0196,Food,Hindi,2025-05-07,153,1,0
V02909,C0084,News,English,2025-03-27,74,1,0
V02910,C0756,Sports,Portuguese,2025-05-16,165,0,0
V02911,C0747,Food,English,2025-03-09,36,1,0
V02912,C0123,Food,Spanish,2025-06-22,153,0,0
V02913,C0141,Food,English,2025-06-07,168,1,0
V02914,C0129,News,English,2025-06-01,93,0,0
V02915,C0744,Music,English,2025-05-06,174,1,0
V02916,C0945,Gaming,Spanish,2025-03-20,178,0,0
V02917,C0336,Gaming,Hindi,2025-05-31,160,0,1
V02918,C0591,Technology,Japanese,2025-02-08,163,1,0
V02919,C0383,Gaming,Japanese,2025-06-21,72,1,0
V02920,C0755,Education,Spanish,2025-02-28,35,1,0
V02921,C0634,Music,English,2025-01-17,126,1,0
V02922,C0502,Comedy,Spanish,2025-01-08,138,1,0
V02923,C0750,Music,English,2025-04-15,108,1,0
V02924,C0687,Comedy,Portuguese,2025-03-06,152,1,0
V02925,C0456,Music,Spanish,2025-03-17,107,1,0
V02926,C0334,Gaming,English,2025-05-21,103,0,0
V02927,C0069,Music,Hindi,2025-05-20,47,1,0
V02928,C0391,Travel,English,2025-05-24,81,1,0
V02929,C0930,Education,Japanese,2025-06-20,159,1,0
V02930,C0005,Travel,Japanese,2025-01-25,10,1,0
V02931,C0061,Travel,Portuguese,2025-04-12,102,1,0
V02932,C0946,Sports,English,2025-04-16,44,0,0
V02933,C0201,Fashion,English,2025-02-25,51,1,0
V02934,C0027,News,Japanese,2025-02-11,26,1,1
V02935,C0780,Technology,Spanish,2025-01-19,13,1,0
V02936,C0326,Music,Hindi,2025-04-10,37,0,1
V02937,C0166,Technology,English,2025-04-18,41,1,1
V02938,C0604,Comedy,English,2025-03-02,146,1,0
V02939,C0199,Education,English,2025-04-12,159,0,1
V02940,C0300,Gaming,Hindi,2025-03-08,91,1,0
V02941,C0189,Education,English,2025-05-28,113,1,0
V02942,C0226,Comedy,Hindi,2025-05-04,174,0,0
V02943,C0141,Music,English,2025-02-01,149,0,0
V02944,C0676,Music,English,2025-01-05,122,0,0
V02945,C0944,Food,Portuguese,2025-01-06,135,0,0
V02946,C0312,Comedy,Japanese,2025-06-22,33,0,0
V02947,C0977,Fashion,English,2025-06-04,78,0,0
V02948,C0341,Gaming,Japanese,2025-04-15,106,1,0
V02949,C0318,Food,English,2025-04-26,90,0,0
V02950,C0044,Music,English,2025-02-20,128,1,0
V02951,C0998,Food,Hindi,2025-02-16,154,1,0
V02952,C0648,Sports,English,2025-06-11,26,0,0
V02953,C0011,Comedy,Hindi,2025-05-31,146,0,0
V02954,C0172,Sports,Spanish,2025-03-01,99,0,0
V02955,C0461,Comedy,Hindi,2025-05-22,161,1,0
V02956,C0709,Sports,Japanese,2025-03-24,105,0,0
V02957,C0737,Gaming,English,2025-04-09,145,1,0
V02958,C0005,Music,English,2025-01-22,66,0,0
V02959,C0190,Travel,Hindi,2025-05-23,81,1,0
V02960,C0508,Sports,English,2025-01-12,170,0,0
V02961,C0318,Comedy,Japanese,2025-06-13,146,1,0
V02962,C0098,Sports,English,2025-03-14,126,1,1
V02963,C0946,Fashion,English,2025-02-20,79,0,0
V02964,C0575,Comedy,English,2025-05-02,108,1,0
V02965,C0901,Gaming,Japanese,2025-04-09,86,1,0
V02966,C0569,Technology,Hindi,2025-03-10,43,1,0
V02967,C0905,News,English,2025-01-25,137,0,1
V02968,C0539,Education,English,2025-01-10,84,1,0
V02969,C0681,Comedy,Spanish,2025-05-27,14,0,0
V02970,C0937,Sports,Hindi,2025-05-07,160,1,0
V02971,C0147,Travel,English,2025-01-25,17,0,0
V02972,C0609,Technology,English,2025-03-29,65,1,0
V02973,C0763,Comedy,Portuguese,2025-02-27,96,1,0
V02974,C0354,Music,Spanish,2025-04-22,54,1,0
V02975,C0009,Sports,Spanish,2025-05-24,161,1,0
V02976,C0455,Comedy,Spanish,2025-01-02,158,1,0
V02977,C0953,Comedy,English,2025-03-29,156,0,0
V02978,C0891,Sports,Spanish,2025-03-07,125,1,0
V02979,C0537,Sports,English,2025-02-15,38,1,0
V02980,C0274,Gaming,Spanish,2025-06-06,171,0,0
V02981,C0604,Music,Spanish,2025-05-25,104,0,0
V02982,C0306,Sports,English,2025-04-23,60,1,0
V02983,C0747,Music,English,2025-04-20,178,0,0
V02984,C0043,Education,Japanese,2025-05-19,73,1,0
V02985,C0421,Sports,English,2025-06-23,19,1,0
V02986,C0100,Technology,Hindi,2025-05-02,112,1,0
V02987,C0895,Food,Portuguese,2025-05-10,21,1,0
V02988,C0710,Comedy,English,2025-04-14,14,0,1
V02989,C0159,Food,Hindi,2025-06-13,145,1,0
V02990,C0137,Travel,English,2025-04-26,17,0,0
V02991,C0197,Fashion,Japanese,2025-02-15,28,1,0
V02992,C0887,Comedy,Hindi,2025-03-10,46,1,0
V02993,C0993,Comedy,English,2025-02-28,106,0,0
V02994,C0910,Technology,Spanish,2025-02-25,149,0,1
V02995,C0047,Travel,Hindi,2025-05-10,165,0,0
V02996,C0005,Education,Spanish,2025-06-02,131,1,0
V02997,C0224,Music,English,2025-06-08,17,1,0
V02998,C0207,Sports,English,2025-05-19,82,1,0
V02999,C0398,Gaming,English,2025-04-22,54,0,0
V03000,C0522,Technology,Spanish,2025-05-11,110,1,0
V03001,C0058,Comedy,Hindi,2025-01-28,65,1,0
