user_id,signup_date,country,device,age_group,gender,acquisition_source,premium_user
U05097,2025-03-09,USA,iOS,18-24,Female,Organic,0
U05098,2025-05-04,Germany,Android,18-24,Male,Referral,0
U05099,2025-06-13,USA,Android,45-54,Male,Ads,0
U05100,2025-05-15,Germany,Android,18-24,Female,Organic,0
U05101,2025-06-20,USA,Android,25-34,Male,Organic,0
U05102,2025-01-02,India,Android,25-34,Female,Referral,0
U05103,2025-03-07,India,Android,18-24,Male,Referral,1
U05104,2025-01-01,India,iOS,25-34,Male,Organic,0
U05105,2025-05-28,Germany,iOS,35-44,Male,Ads,1
U05106,2025-05-08,USA,Android,25-34,Male,Ads,1
U05107,2025-03-15,Brazil,Android,25-34,Female,Organic,0
U05108,2025-06-14,India,iOS,18-24,Male,Organic,0
U05109,2025-05-24,India,Android,18-24,Male,Referral,0
U05110,2025-05-22,Australia,Android,25-34,Female,Organic,0
U05111,2025-03-01,India,iOS,25-34,Male,Organic,0
U05112,2025-01-21,USA,Android,25-34,Male,Ads,1
U05113,2025-02-09,USA,iOS,35-44,Female,Organic,0
U05114,2025-04-13,USA,iOS,25-34,Male,Organic,1
U05115,2025-02-16,USA,Android,25-34,Female,Organic,0
U05116,2025-03-23,UK,iOS,55+,Female,Organic,0
U05117,2025-04-06,Canada,Android,45-54,Female,Referral,0
U05118,2025-01-12,USA,Android,35-44,Male,Ads,1
U05119,2025-01-28,USA,Android,18-24,Male,Organic,0
U05120,2025-05-19,Canada,iOS,25-34,Female,Organic,0
U05121,2025-02-24,USA,Android,45-54,Male,Organic,0
U05122,2025-01-19,India,Android,35-44,Female,Referral,0
U05123,2025-01-09,India,Android,25-34,Male,Referral,0
U05124,2025-06-28,Germany,Android,35-44,Male,Referral,0
U05125,2025-02-14,Brazil,Android,35-44,Male,Ads,0
U05126,2025-06-24,Brazil,Web,45-54,Female,Ads,0
U05127,2025-06-14,Japan,Android,18-24,Other,Referral,1
U05128,2025-04-11,UK,Android,18-24,Female,Organic,0
U05129,2025-03-22,UK,Android,35-44,Male,Ads,0
U05130,2025-05-17,Brazil,iOS,25-34,Female,Organic,0
U05131,2025-06-23,Japan,iOS,18-24,Male,Ads,0
U05132,2025-03-14,USA,Android,18-24,Male,Ads,1
U05133,2025-03-31,India,iOS,45-54,Female,Ads,0
U05134,2025-05-26,USA,Android,45-54,Female,Organic,1
U05135,2025-01-17,Japan,Android,18-24,Male,Organic,0
U05136,2025-04-23,USA,Android,55+,Female,Referral,1
U05137,2025-01-19,Brazil,Android,45-54,Female,Organic,0
U05138,2025-04-09,Japan,iOS,18-24,Female,Ads,0
U05139,2025-01-26,Canada,Android,35-44,Female,Referral,0
U05140,2025-05-04,Canada,iOS,18-24,Female,Ads,0
U05141,2025-06-09,Canada,Android,45-54,Female,Organic,0
U05142,2025-03-18,USA,Android,18-24,Female,Referral,0
U05143,2025-01-15,Brazil,Android,18-24,Female,Organic,0
U05144,2025-04-25,India,Android,25-34,Female,Organic,0
U05145,2025-04-21,USA,Android,25-34,Female,Ads,0
U05146,2025-01-13,UK,iOS,18-24,Female,Organic,0
U05147,2025-03-26,India,iOS,35-44,Female,Organic,0
U05148,2025-05-09,Brazil,iOS,35-44,Female,Organic,0
U05149,2025-01-26,India,Android,18-24,Male,Organic,0
U05150,2025-02-15,Canada,Android,35-44,Female,Ads,0
U05151,2025-02-26,India,Android,25-34,Female,Organic,0
U05152,2025-02-20,UK,Android,35-44,Male,Ads,0
U05153,2025-06-15,India,Android,25-34,Female,Organic,0
U05154,2025-03-03,USA,Android,25-34,Female,Ads,0
U05155,2025-06-29,USA,Android,25-34,Male,Organic,0
U05156,2025-06-05,India,Android,55+,Female,Organic,0
U05157,2025-03-18,India,iOS,45-54,Female,Organic,0
U05158,2025-05-17,USA,Android,35-44,Female,Organic,0
U05159,2025-06-11,India,Android,45-54,Female,Ads,0
U05160,2025-05-23,USA,iOS,18-24,Male,Ads,0
U05161,2025-03-05,Japan,Android,35-44,Male,Organic,1
U05162,2025-03-03,USA,Android,18-24,Female,Organic,0
U05163,2025-03-29,Brazil,iOS,18-24,Male,Organic,0
U05164,2025-02-22,Germany,Android,25-34,Male,Ads,0
U05165,2025-02-15,Germany,Web,25-34,Female,Referral,0
U05166,2025-01-15,India,Web,35-44,Female,Referral,0
U05167,2025-02-09,Canada,Android,35-44,Male,Organic,0
U05168,2025-01-27,Australia,Android,25-34,Female,Organic,0
U05169,2025-06-01,India,Android,18-24,Male,Organic,0
U05170,2025-05-30,UK,Android,25-34,Male,Organic,0
U05171,2025-04-24,Germany,iOS,55+,Female,Ads,0
U05172,2025-01-22,Canada,Web,45-54,Other,Organic,0
U05173,2025-01-31,USA,Android,25-34,Female,Organic,0
U05174,2025-01-21,USA,Android,18-24,Male,Organic,1
U05175,2025-02-01,UK,Android,35-44,Male,Organic,0
U05176,2025-03-29,USA,Android,18-24,Male,Ads,0
U05177,2025-04-01,Canada,Android,18-24,Female,Referral,0
U05178,2025-03-02,UK,Android,18-24,Female,Organic,0
U05179,2025-03-20,India,Android,25-34,Female,Organic,0
U05180,2025-01-24,USA,Android,18-24,Female,Organic,0
U05181,2025-04-15,Australia,Android,18-24,Male,Ads,0
U05182,2025-03-11,USA,Android,25-34,Female,Ads,0
U05183,2025-05-30,Australia,Android,25-34,Male,Organic,0
U05184,2025-02-10,Canada,iOS,25-34,Male,Referral,0
U05185,2025-03-29,Canada,Android,25-34,Female,Organic,0
U05186,2025-03-01,India,iOS,55+,Female,Ads,0
U05187,2025-03-31,Germany,Android,25-34,Male,Organic,0
U05188,2025-02-21,USA,Android,25-34,Female,Ads,0
U05189,2025-06-15,Brazil,iOS,18-24,Female,Organic,0
U05190,2025-01-24,Japan,Android,55+,Male,Referral,0
U05191,2025-01-18,USA,iOS,18-24,Female,Ads,0
U05192,2025-01-31,UK,Android,25-34,Male,Referral,0
U05193,2025-06-06,USA,Android,25-34,Male,Referral,0
U05194,2025-05-14,USA,Android,25-34,Male,Referral,0
U05195,2025-03-01,India,Android,18-24,Male,Organic,0
U05196,2025-06-10,UK,iOS,18-24,Female,Ads,0
U05197,2025-05-17,UK,iOS,25-34,Female,Organic,0
U05198,2025-05-16,USA,iOS,18-24,Female,Organic,0
U05199,2025-04-28,Australia,iOS,18-24,Male,Ads,0
U05200,2025-01-08,India,Android,25-34,Male,Organic,0
U05201,2025-02-11,India,iOS,35-44,Male,Organic,0
U05202,2025-06-12,Japan,Android,25-34,Male,Organic,0
U05203,2025-06-16,USA,Android,25-34,Male,Referral,0
U05204,2025-03-05,Brazil,Android,18-24,Male,Organic,0
U05205,2025-01-29,Brazil,Android,18-24,Male,Organic,0
U05206,2025-01-18,USA,Android,25-34,Female,Organic,0
U05207,2025-05-19,Australia,Android,45-54,Female,Ads,1
U05208,2025-02-18,USA,Android,25-34,Male,Organic,0
U05209,2025-03-11,Germany,iOS,18-24,Female,Organic,0
U05210,2025-03-18,USA,Android,18-24,Male,Ads,0
U05211,2025-04-10,Brazil,Android,35-44,Male,Organic,0
U05212,2025-01-10,USA,Android,18-24,Female,Organic,0
U05213,2025-05-12,Germany,Android,45-54,Female,Organic,0
U05214,2025-02-28,Brazil,iOS,25-34,Female,Ads,1
U05215,2025-02-20,USA,Android,25-34,Male,Referral,1
U05216,2025-06-09,India,Android,18-24,Female,Organic,0
U05217,2025-02-03,USA,Android,55+,Male,Organic,1
U05218,2025-01-07,USA,Android,35-44,Male,Organic,0
U05219,2025-03-20,Brazil,Android,18-24,Male,Organic,0
U05220,2025-06-15,Canada,Android,18-24,Male,Organic,1
U05221,2025-03-29,India,Android,18-24,Male,Ads,0
U05222,2025-04-18,USA,Android,18-24,Male,Referral,0
U05223,2025-05-26,Australia,iOS,35-44,Male,Organic,0
U05224,2025-04-17,USA,Android,18-24,Male,Organic,0
U05225,2025-02-18,USA,Android,45-54,Female,Ads,0
U05226,2025-01-19,India,iOS,25-34,Male,Ads,0
U05227,2025-03-31,UK,Android,25-34,Female,Ads,0
U05228,2025-01-20,Brazil,Android,25-34,Male,Organic,0
U05229,2025-06-06,USA,Android,25-34,Male,Organic,0
U05230,2025-06-04,USA,iOS,35-44,Female,Ads,0
U05231,2025-01-28,Canada,Android,18-24,Male,Ads,0
U05232,2025-01-24,India,Android,25-34,Female,Organic,0
U05233,2025-01-03,USA,Android,25-34,Male,Referral,0
U05234,2025-01-12,USA,Android,35-44,Male,Organic,0
U05235,2025-06-11,Brazil,Android,35-44,Female,Organic,0
U05236,2025-06-01,USA,Android,25-34,Female,Organic,0
U05237,2025-02-13,USA,Web,18-24,Male,Ads,0
U05238,2025-01-26,Australia,iOS,25-34,Female,Ads,0
U05239,2025-02-08,Brazil,iOS,25-34,Male,Organic,0
U05240,2025-06-09,Canada,Android,18-24,Male,Organic,1
U05241,2025-03-19,UK,Android,35-44,Female,Ads,0
U05242,2025-03-14,Australia,Android,18-24,Male,Organic,0
U05243,2025-05-14,USA,Android,35-44,Male,Ads,1
U05244,2025-05-03,Canada,Web,25-34,Female,Organic,0
U05245,2025-05-06,Germany,iOS,18-24,Male,Ads,0
U05246,2025-01-17,Brazil,iOS,35-44,Female,Organic,0
U05247,2025-04-24,Germany,Android,35-44,Female,Referral,0
U05248,2025-04-24,USA,Android,18-24,Male,Organic,0
U05249,2025-02-20,India,iOS,35-44,Male,Organic,0
U05250,2025-06-28,India,iOS,55+,Female,Ads,0
U05251,2025-06-07,Germany,Android,25-34,Female,Referral,0
U05252,2025-01-15,USA,iOS,45-54,Male,Ads,0
U05253,2025-01-05,USA,Android,25-34,Female,Organic,0
U05254,2025-01-13,USA,Android,18-24,Female,Ads,0
U05255,2025-02-08,India,iOS,35-44,Female,Organic,0
U05256,2025-06-25,Brazil,iOS,18-24,Female,Organic,0
U05257,2025-05-06,Canada,iOS,18-24,Female,Organic,0
U05258,2025-03-28,Australia,iOS,18-24,Male,Organic,0
U05259,2025-06-07,India,Android,25-34,Female,Ads,0
U05260,2025-01-26,Germany,Android,25-34,Female,Ads,0
U05261,2025-01-18,India,Android,45-54,Female,Referral,0
U05262,2025-06-25,Germany,iOS,35-44,Female,Organic,1
U05263,2025-06-14,India,Android,35-44,Female,Ads,0
U05264,2025-06-11,India,Android,18-24,Male,Organic,0
U05265,2025-06-07,USA,Android,55+,Female,Ads,0
U05266,2025-03-06,Japan,iOS,35-44,Female,Ads,0
U05267,2025-01-24,Canada,Android,25-34,Female,Ads,0
U05268,2025-01-09,USA,Android,18-24,Male,Ads,0
U05269,2025-03-31,India,Android,18-24,Female,Organic,1
U05270,2025-01-10,India,Android,18-24,Male,Ads,0
U05271,2025-02-02,USA,iOS,25-34,Male,Organic,0
U05272,2025-06-29,USA,iOS,35-44,Male,Organic,0
U05273,2025-04-22,India,Android,18-24,Male,Ads,0
U05274,2025-03-26,Japan,Android,25-34,Male,Organic,0
U05275,2025-06-09,Brazil,Android,18-24,Male,Organic,0
U05276,2025-05-21,USA,Android,25-34,Male,Ads,0
U05277,2025-03-18,India,iOS,35-44,Female,Organic,0
U05278,2025-04-07,Germany,Android,35-44,Female,Organic,0
U05279,2025-01-06,UK,Android,25-34,Female,Organic,0
U05280,2025-03-16,USA,Android,18-24,Male,Organic,0
U05281,2025-05-13,Canada,iOS,18-24,Male,Organic,0
U05282,2025-03-24,USA,Web,18-24,Female,Organic,0
U05283,2025-02-03,USA,Android,45-54,Male,Organic,0
U05284,2025-03-10,Brazil,Android,18-24,Male,Organic,0
U05285,2025-02-11,Germany,Web,35-44,Female,Organic,0
U05286,2025-06-26,Australia,Android,45-54,Female,Organic,0
U05287,2025-02-06,USA,iOS,18-24,Male,Organic,0
U05288,2025-02-23,India,iOS,18-24,Female,Organic,0
U05289,2025-02-24,USA,iOS,35-44,Female,Referral,0
U05290,2025-03-28,UK,iOS,25-34,Male,Organic,0
U05291,2025-06-21,UK,Android,25-34,Female,Organic,0
U05292,2025-01-29,Canada,iOS,18-24,Male,Organic,0
U05293,2025-01-07,USA,Android,18-24,Male,Referral,0
U05294,2025-04-30,Germany,iOS,18-24,Male,Ads,0
U05295,2025-05-01,India,Android,18-24,Female,Referral,0
U05296,2025-04-30,India,Android,25-34,Female,Organic,0
U05297,2025-02-17,Canada,Android,45-54,Male,Organic,0
U05298,2025-05-06,USA,Android,45-54,Female,Ads,0
U05299,2025-02-27,Germany,Android,35-44,Female,Organic,1
U05300,2025-04-07,Germany,iOS,25-34,Other,Organic,0
U05301,2025-03-22,Germany,Android,18-24,Male,Organic,0
U05302,2025-06-21,USA,Android,45-54,Male,Ads,0
U05303,2025-04-17,India,Android,18-24,Female,Organic,0
U05304,2025-04-04,USA,iOS,45-54,Male,Organic,0
U05305,2025-01-12,India,Android,35-44,Male,Organic,0
U05306,2025-01-18,Germany,Android,45-54,Female,Referral,0
U05307,2025-02-24,India,iOS,35-44,Female,Organic,0
U05308,2025-03-16,Australia,Android,35-44,Female,Organic,0
U05309,2025-01-27,Brazil,iOS,18-24,Male,Organic,0
U05310,2025-03-23,USA,Android,18-24,Male,Organic,0
U05311,2025-02-08,Japan,iOS,25-34,Female,Organic,1
U05312,2025-05-05,Brazil,Android,18-24,Female,Ads,0
U05313,2025-06-21,USA,Android,45-54,Male,Ads,0
U05314,2025-06-04,India,Android,25-34,Female,Referral,0
U05315,2025-04-13,India,Android,18-24,Female,Organic,0
U05316,2025-02-18,Canada,Android,25-34,Female,Organic,0
U05317,2025-05-03,USA,Android,55+,Female,Organic,0
U05318,2025-06-05,Japan,Android,18-24,Male,Ads,0
U05319,2025-04-16,USA,Android,18-24,Male,Organic,0
U05320,2025-06-04,Brazil,iOS,45-54,Male,Organic,0
U05321,2025-01-04,Australia,Android,18-24,Female,Referral,0
U05322,2025-03-16,India,iOS,25-34,Male,Organic,0
U05323,2025-06-01,USA,Android,18-24,Female,Ads,0
U05324,2025-05-19,USA,Android,35-44,Female,Organic,1
U05325,2025-03-11,Germany,iOS,35-44,Female,Ads,0
U05326,2025-04-04,Canada,Android,25-34,Female,Organic,0
U05327,2025-04-16,India,Android,25-34,Female,Referral,0
U05328,2025-06-01,USA,Android,35-44,Male,Organic,0
U05329,2025-04-05,USA,iOS,35-44,Female,Organic,1
U05330,2025-03-08,UK,iOS,35-44,Female,Organic,0
U05331,2025-06-27,USA,Android,55+,Male,Organic,0
U05332,2025-04-20,Brazil,Android,35-44,Other,Organic,0
U05333,2025-04-08,USA,Web,25-34,Female,Ads,0
U05334,2025-03-04,Canada,Android,18-24,Female,Organic,0
U05335,2025-03-17,Germany,Android,18-24,Male,Organic,0
U05336,2025-02-22,USA,iOS,25-34,Male,Organic,0
U05337,2025-02-04,Australia,Android,18-24,Female,Organic,0
U05338,2025-01-06,Germany,Android,25-34,Female,Organic,1
U05339,2025-03-03,USA,Android,25-34,Male,Organic,0
U05340,2025-04-26,USA,iOS,35-44,Male,Ads,0
U05341,2025-02-12,Japan,Android,25-34,Male,Organic,0
U05342,2025-01-06,Brazil,Android,35-44,Female,Ads,0
U05343,2025-06-23,Germany,Android,25-34,Female,Organic,0
U05344,2025-06-07,USA,iOS,35-44,Female,Organic,0
U05345,2025-06-01,Germany,Android,35-44,Male,Organic,0
U05346,2025-02-24,Canada,Android,18-24,Female,Organic,1
U05347,2025-01-12,India,Android,18-24,Female,Organic,0
U05348,2025-06-07,USA,iOS,45-54,Male,Organic,0
U05349,2025-04-02,India,iOS,55+,Female,Organic,0
U05350,2025-04-13,India,iOS,45-54,Male,Organic,1
U05351,2025-03-11,USA,iOS,45-54,Male,Organic,0
U05352,2025-05-29,Australia,iOS,35-44,Male,Referral,1
U05353,2025-04-24,Australia,iOS,35-44,Male,Ads,0
U05354,2025-02-15,USA,Android,18-24,Female,Organic,0
U05355,2025-01-31,Australia,iOS,25-34,Female,Ads,0
U05356,2025-01-20,Brazil,Android,18-24,Female,Organic,0
U05357,2025-02-18,Australia,iOS,25-34,Female,Organic,0
U05358,2025-05-08,USA,Android,45-54,Male,Referral,1
U05359,2025-02-16,USA,Android,25-34,Female,Organic,0
U05360,2025-02-21,Australia,iOS,25-34,Male,Ads,1
U05361,2025-04-14,Germany,Android,25-34,Male,Ads,0
U05362,2025-06-08,Japan,iOS,35-44,Female,Organic,0
U05363,2025-06-03,India,iOS,18-24,Male,Organic,0
U05364,2025-06-28,Japan,Android,25-34,Male,Organic,0
U05365,2025-05-24,USA,iOS,18-24,Female,Organic,0
U05366,2025-01-11,USA,iOS,55+,Male,Ads,0
U05367,2025-05-29,USA,iOS,18-24,Male,Organic,0
U05368,2025-02-12,Brazil,iOS,18-24,Male,Organic,0
U05369,2025-04-22,USA,Android,18-24,Male,Ads,0
U05370,2025-06-14,USA,iOS,35-44,Other,Ads,1
U05371,2025-06-04,USA,Web,25-34,Female,Ads,1
U05372,2025-03-17,USA,Android,35-44,Female,Ads,0
U05373,2025-03-10,Australia,iOS,25-34,Female,Referral,0
U05374,2025-06-12,India,Android,25-34,Male,Organic,0
U05375,2025-06-14,India,Android,35-44,Female,Organic,0
U05376,2025-02-03,USA,Android,25-34,Male,Organic,0
U05377,2025-02-04,USA,Android,25-34,Male,Ads,0
U05378,2025-02-15,Canada,iOS,25-34,Female,Ads,0
U05379,2025-04-26,USA,Android,35-44,Female,Referral,0
U05380,2025-03-03,Germany,iOS,18-24,Female,Ads,0
U05381,2025-06-06,India,Android,18-24,Male,Organic,0
U05382,2025-05-24,Canada,Android,35-44,Female,Organic,0
U05383,2025-05-16,Germany,iOS,35-44,Female,Organic,0
U05384,2025-03-11,India,Android,25-34,Female,Ads,0
U05385,2025-06-27,USA,Web,35-44,Female,Organic,0
U05386,2025-04-25,India,iOS,18-24,Female,Organic,0
U05387,2025-01-06,India,Android,18-24,Male,Organic,0
U05388,2025-05-17,USA,iOS,45-54,Female,Ads,0
U05389,2025-05-17,UK,Android,25-34,Female,Organic,0
U05390,2025-03-10,UK,iOS,18-24,Female,Organic,0
U05391,2025-04-21,Australia,Android,18-24,Female,Referral,1
U05392,2025-04-20,Australia,Android,35-44,Male,Organic,0
U05393,2025-01-28,India,iOS,25-34,Female,Ads,0
U05394,2025-04-20,USA,iOS,18-24,Female,Organic,0
U05395,2025-02-06,India,Android,18-24,Male,Referral,1
U05396,2025-06-12,USA,iOS,55+,Male,Organic,0
U05397,2025-06-07,India,Android,18-24,Male,Organic,0
U05398,2025-06-21,USA,Android,25-34,Male,Organic,0
U05399,2025-04-06,Germany,Android,18-24,Male,Organic,0
U05400,2025-04-16,Canada,Web,45-54,Female,Organic,0
U05401,2025-03-02,UK,iOS,25-34,Male,Ads,0
U05402,2025-02-04,Japan,iOS,25-34,Female,Ads,0
U05403,2025-04-06,Canada,Android,45-54,Male,Organic,0
U05404,2025-01-08,Canada,Android,45-54,Male,Organic,0
U05405,2025-01-18,Japan,Android,18-24,Female,Referral,0
U05406,2025-01-11,Germany,Android,35-44,Male,Organic,1
U05407,2025-02-15,Germany,Android,18-24,Male,Ads,0
U05408,2025-04-27,Australia,Android,45-54,Female,Organic,1
U05409,2025-02-12,Germany,Web,35-44,Male,Organic,1
U05410,2025-01-04,UK,Android,18-24,Female,Organic,0
U05411,2025-04-13,USA,iOS,45-54,Female,Organic,1
U05412,2025-04-03,USA,iOS,25-34,Male,Ads,0
U05413,2025-01-01,USA,Android,35-44,Male,Ads,0
U05414,2025-03-06,Brazil,iOS,45-54,Female,Organic,0
U05415,2025-06-28,USA,Android,35-44,Male,Ads,1
U05416,2025-04-30,UK,iOS,25-34,Female,Organic,0
U05417,2025-02-09,India,iOS,25-34,Female,Organic,0
U05418,2025-06-06,Australia,Web,18-24,Female,Organic,1
U05419,2025-01-26,UK,Android,25-34,Male,Ads,0
U05420,2025-03-08,UK,Web,18-24,Male,Organic,0
U05421,2025-05-20,Canada,iOS,25-34,Female,Referral,0
U05422,2025-02-04,UK,iOS,18-24,Female,Organic,0
U05423,2025-06-28,India,Android,25-34,Female,Organic,0
U05424,2025-06-05,Brazil,iOS,35-44,Male,Ads,0
U05425,2025-06-13,Brazil,Android,18-24,Female,Organic,0
U05426,2025-06-18,USA,iOS,25-34,Male,Organic,1
U05427,2025-03-04,India,iOS,18-24,Male,Organic,0
U05428,2025-01-12,Brazil,Android,25-34,Male,Ads,0
U05429,2025-01-05,Germany,iOS,25-34,Female,Ads,0
U05430,2025-01-29,Canada,iOS,45-54,Female,Organic,0
U05431,2025-04-24,USA,Android,45-54,Male,Organic,0
U05432,2025-05-17,Germany,Android,18-24,Male,Organic,0
U05433,2025-06-28,Canada,Web,45-54,Female,Organic,0
U05434,2025-01-28,USA,Android,25-34,Male,Organic,0
U05435,2025-05-31,Brazil,Android,25-34,Male,Ads,0
U05436,2025-01-22,USA,Android,25-34,Male,Ads,0
U05437,2025-06-14,Canada,Android,25-34,Female,Organic,0
U05438,2025-04-13,Brazil,Android,25-34,Male,Referral,0
U05439,2025-06-17,Germany,Android,45-54,Female,Ads,0
U05440,2025-03-12,Germany,iOS,35-44,Male,Ads,0
U05441,2025-01-15,Australia,iOS,18-24,Female,Ads,0
U05442,2025-03-14,Brazil,iOS,45-54,Female,Organic,1
U05443,2025-05-17,USA,iOS,45-54,Male,Organic,0
U05444,2025-05-09,Japan,Android,35-44,Male,Organic,0
U05445,2025-03-18,Brazil,Android,18-24,Female,Referral,0
U05446,2025-04-24,Brazil,Android,25-34,Male,Organic,0
U05447,2025-01-20,USA,Android,18-24,Male,Organic,0
U05448,2025-03-07,USA,iOS,18-24,Male,Ads,0
U05449,2025-02-28,India,Android,35-44,Female,Referral,0
U05450,2025-03-04,India,iOS,25-34,Male,Organic,0
U05451,2025-01-27,USA,iOS,18-24,Female,Ads,0
U05452,2025-01-31,India,iOS,18-24,Male,Referral,0
U05453,2025-05-23,Australia,Android,18-24,Female,Organic,1
U05454,2025-03-26,India,Android,35-44,Male,Organic,0
U05455,2025-06-03,USA,Web,25-34,Female,Organic,0
U05456,2025-05-05,Japan,iOS,18-24,Female,Organic,0
U05457,2025-04-05,India,Android,18-24,Male,Organic,0
U05458,2025-05-07,USA,Android,18-24,Female,Referral,1
U05459,2025-03-03,UK,iOS,25-34,Female,Referral,1
U05460,2025-02-03,USA,Android,18-24,Female,Referral,0
U05461,2025-05-18,Canada,Android,55+,Male,Ads,0
U05462,2025-04-20,Japan,iOS,35-44,Female,Organic,0
U05463,2025-05-15,Australia,Android,18-24,Male,Organic,0
U05464,2025-06-22,India,iOS,45-54,Male,Organic,0
U05465,2025-04-30,USA,Android,25-34,Female,Organic,0
U05466,2025-06-02,USA,Android,18-24,Male,Ads,0
U05467,2025-03-11,UK,iOS,45-54,Male,Organic,0
U05468,2025-02-13,USA,Android,18-24,Female,Organic,1
U05469,2025-05-10,India,Android,25-34,Female,Organic,1
U05470,2025-04-25,Japan,iOS,18-24,Male,Organic,0
U05471,2025-06-08,UK,Android,25-34,Female,Ads,0
U05472,2025-02-04,UK,Android,55+,Female,Organic,1
U05473,2025-03-15,India,Android,35-44,Male,Referral,0
U05474,2025-03-01,UK,iOS,18-24,Male,Organic,0
U05475,2025-05-23,Canada,Android,35-44,Male,Organic,0
U05476,2025-05-14,USA,Android,35-44,Male,Organic,0
U05477,2025-02-27,USA,Android,18-24,Female,Organic,0
U05478,2025-01-25,USA,iOS,45-54,Female,Organic,0
U05479,2025-02-04,Brazil,iOS,45-54,Male,Referral,0
U05480,2025-05-22,Brazil,Android,45-54,Male,Organic,0
U05481,2025-01-01,Brazil,iOS,45-54,Female,Organic,0
U05482,2025-05-17,Japan,Android,25-34,Female,Organic,0
U05483,2025-04-22,Japan,Android,18-24,Male,Organic,0
U05484,2025-03-18,Canada,iOS,18-24,Male,Organic,0
U05485,2025-06-15,Canada,iOS,18-24,Female,Organic,0
U05486,2025-05-30,Canada,Android,45-54,Other,Referral,0
U05487,2025-04-21,USA,Android,18-24,Male,Organic,0
U05488,2025-01-07,USA,Android,25-34,Male,Organic,0
U05489,2025-02-05,Brazil,iOS,18-24,Male,Referral,0
U05490,2025-04-27,Japan,iOS,45-54,Male,Referral,0
U05491,2025-03-03,Germany,Android,25-34,Female,Referral,0
U05492,2025-06-28,USA,Android,18-24,Female,Organic,0
U05493,2025-06-07,Canada,iOS,18-24,Male,Ads,0
U05494,2025-04-29,Germany,Android,18-24,Female,Ads,1
U05495,2025-02-12,Brazil,iOS,35-44,Male,Ads,1
U05496,2025-05-05,Japan,Android,45-54,Male,Ads,0
U05497,2025-04-20,Germany,Android,35-44,Male,Organic,0
U05498,2025-01-21,Brazil,Android,45-54,Female,Referral,0
U05499,2025-04-07,Germany,iOS,18-24,Female,Organic,1
U05500,2025-01-28,India,iOS,18-24,Male,Organic,0
U05501,2025-03-06,USA,Android,18-24,Female,Ads,0
U05502,2025-05-25,Japan,iOS,18-24,Male,Organic,0
U05503,2025-01-16,UK,iOS,25-34,Female,Ads,0
U05504,2025-02-16,Brazil,iOS,45-54,Female,Ads,0
U05505,2025-03-09,Australia,Android,25-34,Female,Organic,0
U05506,2025-03-04,USA,Android,25-34,Male,Organic,0
U05507,2025-02-02,Brazil,iOS,18-24,Female,Ads,0
U05508,2025-05-04,USA,Android,18-24,Female,Organic,0
U05509,2025-06-21,USA,Android,45-54,Female,Organic,0
U05510,2025-01-18,Brazil,Android,25-34,Male,Organic,0
U05511,2025-06-09,USA,Web,35-44,Male,Ads,0
U05512,2025-05-18,USA,iOS,25-34,Female,Organic,0
U05513,2025-05-11,Germany,Android,35-44,Male,Ads,0
U05514,2025-05-05,USA,Android,25-34,Male,Organic,1
U05515,2025-05-22,UK,iOS,25-34,Female,Organic,0
U05516,2025-06-22,UK,Android,35-44,Female,Ads,0
U05517,2025-03-07,India,iOS,25-34,Male,Organic,1
U05518,2025-03-28,Canada,iOS,18-24,Female,Organic,0
U05519,2025-01-03,Brazil,iOS,18-24,Male,Organic,0
U05520,2025-02-21,Canada,Android,25-34,Female,Referral,0
U05521,2025-02-10,USA,Android,18-24,Male,Ads,0
U05522,2025-02-18,UK,Android,25-34,Female,Organic,0
U05523,2025-05-15,USA,Android,35-44,Male,Organic,0
U05524,2025-01-14,USA,Android,55+,Male,Organic,0
U05525,2025-03-10,Brazil,Android,18-24,Male,Ads,0
U05526,2025-02-19,Germany,Android,35-44,Female,Organic,1
U05527,2025-06-02,Brazil,Android,18-24,Male,Organic,0
U05528,2025-01-21,Canada,Android,18-24,Male,Organic,0
U05529,2025-05-20,India,Android,25-34,Male,Organic,0
U05530,2025-01-01,Japan,Android,18-24,Male,Organic,0
U05531,2025-01-10,UK,Android,45-54,Female,Organic,0
U05532,2025-03-16,Japan,iOS,25-34,Female,Ads,0
U05533,2025-03-27,Germany,iOS,25-34,Female,Ads,0
U05534,2025-05-23,USA,Android,25-34,Male,Referral,0
U05535,2025-03-23,USA,Android,25-34,Female,Organic,0
U05536,2025-02-02,Australia,Android,45-54,Female,Organic,0
U05537,2025-06-21,Australia,Android,18-24,Female,Ads,0
U05538,2025-03-22,USA,Android,25-34,Male,Referral,0
U05539,2025-04-06,India,Android,45-54,Female,Organic,0
U05540,2025-06-21,USA,iOS,45-54,Female,Ads,0
U05541,2025-03-15,USA,iOS,25-34,Female,Ads,0
U05542,2025-03-10,Germany,Android,55+,Male,Organic,1
U05543,2025-04-17,Germany,iOS,25-34,Female,Ads,0
U05544,2025-03-14,Australia,Android,35-44,Female,Ads,0
U05545,2025-01-20,USA,Android,25-34,Male,Organic,0
U05546,2025-06-10,UK,Web,25-34,Female,Organic,0
U05547,2025-04-04,India,Android,35-44,Male,Organic,0
U05548,2025-06-03,UK,Android,45-54,Female,Organic,0
U05549,2025-06-17,UK,iOS,18-24,Female,Organic,0
U05550,2025-04-23,Brazil,Android,18-24,Male,Referral,0
U05551,2025-05-07,Australia,Android,18-24,Male,Organic,0
